AVGO,,,,,,,
TMO,,,,,,,
DHR,,,,,,,
ABT,,,,,,,
TMUS,,,,,,,
ADBE,,,,,,,
TXN,,,,,,,
UPS,,,,,,,
SCHW,,,,,,,
UNP,,,,,,,
DE,,,,,,,
LMT,,,,,,,
PLD,,,,,,,
INTU,,,,,,,
MDT,,,,,,,
AMT,,,,,,,
SYK,,,,,,,
CI,,,,,,,
TJX,,,,,,,
ADP,,,,,,,
CB,,,,,,,
ADI,,,,,,,
MMC,,,,,,,
REGN,,,,,,,
VRTX,,,,,,,
PGR,,,,,,,
DUK,,,,,,,
SO,,,,,,,
ITW,,,,,,,
BDX,,,,,,,
NOC,,,,,,,
FISV,,,,,,,
PNC,,,,,,,
CME,,,,,,,
WM,,,,,,,
CL,,,,,,,
SHW,,,,,,,
CHTR,,,,,,,
D,,,,,,,
AAPL,,,,,,,
MSFT,,,,,,,
AMZN,,,,,,,
GOOG,,,,,,,
TSLA,,,,,,,
NVDA,,,,,,,
XOM,,,,,,,
V,,,,,,,
UNH,,,,,,,
JNJ,,,,,,,
JPM,,,,,,,
BRKB,,,,,,,
WMT,,,,,,,
FB,,,,,,,
MA,,,,,,,
PG,,,,,,,
CVX,,,,,,,
HD,,,,,,,
LLY,,,,,,,
BAC,,,,,,,
MRK,,,,,,,
KO,,,,,,,
ABBV,,,,,,,
PFE,,,,,,,
ORCL,,,,,,,
PEP,,,,,,,
COST,,,,,,,
DIS,,,,,,,
NKE,,,,,,,
CSCO,,,,,,,
MCD,,,,,,,
ACN,,,,,,,
WFC,,,,,,,
VZ,,,,,,,
CMCSA,,,,,,,
CRM,,,,,,,
MS,,,,,,,
LIN,,,,,,,
PM,,,,,,,
NFLX,,,,,,,
BMY,,,,,,,
QCOM,,,,,,,
COP,,,,,,,
NEE,,,,,,,
RTX,,,,,,,
T,,,,,,,
HON,,,,,,,
AMGN,,,,,,,
BA,,,,,,,
CAT,,,,,,,
AXP,,,,,,,
AMD,,,,,,,
SBUX,,,,,,,
LOW,,,,,,,
GS,,,,,,,
SPGI,,,,,,,
IBM,,,,,,,
ANTM,,,,,,,
INTC,,,,,,,
CVS,,,,,,,
BLK,,,,,,,
GILD,,,,,,,
C,,,,,,,
EL,,,,,,,
AMAT,,,,,,,
BKNG,,,,,,,
NOW,,,,,,,
PYPL,,,,,,,
MDLZ,,,,,,,
GE,,,,,,,
ISRG,,,,,,,
MO,,,,,,,
SLB,,,,,,,
TGT,,,,,,,
ZTS,,,,,,,
EOG,,,,,,,
USB,,,,,,,
HCA,,,,,,,
APD,,,,,,,
LRCX,,,,,,,
EQIX,,,,,,,
BSX,,,,,,,
MU,,,,,,,
AON,,,,,,,
BBT,,,,,,,
MRNA,,,,,,,
HUM,,,,,,,
CSX,,,,,,,
ETN,,,,,,,
CCI,,,,,,,
MMM,,,,,,,
GD,,,,,,,
FCX,,,,,,,
ICE,,,,,,,
ATVI,,,,,,,
MPC,,,,,,,
MCO,,,,,,,
OXY,,,,,,,
MET,,,,,,,
NSC,,,,,,,
KLAC,,,,,,,
GM,,,,,,,
F,,,,,,,
MAR,,,,,,,
SNPS,,,,,,,
MNST,,,,,,,
PXD,,,,,,,
VLO,,,,,,,
MCK,,,,,,,
PSA,,,,,,,
EMR,,,,,,,
DG,,,,,,,
ORLY,,,,,,,
SRE,,,,,,,
CDNS,,,,,,,
KDP,,,,,,,
KHC,,,,,,,
FDX,,,,,,,
EW,,,,,,,
NXPI,,,,,,,
AEP,,,,,,,
APH,,,,,,,
PSX,,,,,,,
ADSK,,,,,,,
AZO,,,,,,,
CTVA,,,,,,,
GIS,,,,,,,
HSY,,,,,,,
CMG,,,,,,,
AIG,,,,,,,
ADM,,,,,,,
AFL,,,,,,,
A,,,,,,,
HES,,,,,,,
ROP,,,,,,,
LVS,,,,,,,
FIS,,,,,,,
CTAS,,,,,,,
JCI,,,,,,,
COF,,,,,,,
SPG,,,,,,,
ECL,,,,,,,
KMB,,,,,,,
TRV,,,,,,,
MCHP,,,,,,,
CNC,,,,,,,
STZ,,,,,,,
NUE,,,,,,,
MSCI,,,,,,,
MSI,,,,,,,
IQV,,,,,,,
O,,,,,,,
NEM,,,,,,,
BIIB,,,,,,,
PAYX,,,,,,,
PH,,,,,,,
EXC,,,,,,,
DOW,,,,,,,
AJG,,,,,,,
DXCM,,,,,,,
KMI,,,,,,,
LHX,,,,,,,
TT,,,,,,,
DVN,,,,,,,
TEL,,,,,,,
FTNT,,,,,,,
BK,,,,,,,
ROST,,,,,,,
IDXX,,,,,,,
HLT,,,,,,,
SYY,,,,,,,
ODFL,,,,,,,
TDG,,,,,,,
RSG,,,,,,,
WMB,,,,,,,
PCG,,,,,,,
PRU,,,,,,,
ANET,,,,,,,
CARR,,,,,,,
PCAR,,,,,,,
XEL,,,,,,,
AMP,,,,,,,
HAL,,,,,,,
YUM,,,,,,,
DD,,,,,,,
DISCA,,,,,,,
WELL,,,,,,,
CMI,,,,,,,
CTSH,,,,,,,
VICI,,,,,,,
OTIS,,,,,,,
MTD,,,,,,,
DHI,,,,,,,
ALL,,,,,,,
ED,,,,,,,
ABC,,,,,,,
STT,,,,,,,
ILMN,,,,,,,
AME,,,,,,,
ALB,,,,,,,
RMD,,,,,,,
DLTR,,,,,,,
DLR,,,,,,,
ON,,,,,,,
ROK,,,,,,,
BKR,,,,,,,
SBAC,,,,,,,
CSGP,,,,,,,
KEYS,,,,,,,
WBA,,,,,,,
CPRT,,,,,,,
KR,,,,,,,
LYB,,,,,,,
EA,,,,,,,
PEG,,,,,,,
APTV,,,,,,,
DFS,,,,,,,
PPG,,,,,,,
URI,,,,,,,
GPN,,,,,,,
ENPH,,,,,,,
OKE,,,,,,,
GWW,,,,,,,
GLW,,,,,,,
WEC,,,,,,,
NDAQ,,,,,,,
FAST,,,,,,,
HPQ,,,,,,,
IFF,,,,,,,
ES,,,,,,,
AWK,,,,,,,
VRSK,,,,,,,
CEG,,,,,,,
WLTW,,,,,,,
EFX,,,,,,,
ZBH,,,,,,,
IT,,,,,,,
ARE,,,,,,,
CBRE,,,,,,,
EBAY,,,,,,,
CDW,,,,,,,
MTB,,,,,,,
ULTA,,,,,,,
LEN,,,,,,,
EIX,,,,,,,
TROW,,,,,,,
FRC,,,,,,,
FANG,,,,,,,
WY,,,,,,,
DAL,,,,,,,
TSCO,,,,,,,
HRL,,,,,,,
AVB,,,,,,,
FITB,,,,,,,
HIG,,,,,,,
FTV,,,,,,,
VMC,,,,,,,
RJF,,,,,,,
EQR,,,,,,,
ACGL,,,,,,,
GPC,,,,,,,
TSN,,,,,,,
FE,,,,,,,
K,,,,,,,
ANSS,,,,,,,
VRSN,,,,,,,
BAX,,,,,,,
PFG,,,,,,,
DTE,,,,,,,
IR,,,,,,,
AEE,,,,,,,
MLM,,,,,,,
ETR,,,,,,,
LH,,,,,,,
DOV,,,,,,,
RF,,,,,,,
PPL,,,,,,,
HBAN,,,,,,,
PWR,,,,,,,
ALGN,,,,,,,
STLD,,,,,,,
CFG,,,,,,,
EXR,,,,,,,
LUV,,,,,,,
STE,,,,,,,
BFB,,,,,,,
HPE,,,,,,,
VTR,,,,,,,
CAH,,,,,,,
NTRS,,,,,,,
HOLX,,,,,,,
MPWR,,,,,,,
INVH,,,,,,,
TDY,,,,,,,
WST,,,,,,,
WAT,,,,,,,
JBHT,,,,,,,
CHD,,,,,,,
CTRA,,,,,,,
BBY,,,,,,,
MAA,,,,,,,
EPAM,,,,,,,
FSLR,,,,,,,
GRMN,,,,,,,
PAYC,,,,,,,
INCY,,,,,,,
MKC,,,,,,,
CNP,,,,,,,
WAB,,,,,,,
TTWO,,,,,,,
XYL,,,,,,,
LYV,,,,,,,
WRB,,,,,,,
CMS,,,,,,,
MOH,,,,,,,
AES,,,,,,,
SEDG,,,,,,,
BLL,,,,,,,
AMCR,,,,,,,
CINF,,,,,,,
DRI,,,,,,,
ROL,,,,,,,
KEY,,,,,,,
PKI,,,,,,,
SIVB,,,,,,,
EXPE,,,,,,,
SWKS,,,,,,,
BR,,,,,,,
CAG,,,,,,,
CLX,,,,,,,
OMC,,,,,,,
IEX,,,,,,,
EXPD,,,,,,,
COO,,,,,,,
MRO,,,,,,,
ETSY,,,,,,,
TRGP,,,,,,,
HWM,,,,,,,
DGX,,,,,,,
MOS,,,,,,,
